วันที่ชำระเงิน,เวลาที่ชำระเงิน,หมายเลขใบเสร็จ / ID,รหัสถาดเก็บเงิน,ชื่อเมนู,ประเภทการสั่ง,จำนวน,ราคาต่อหน่วย,ยอดก่อนลด,ส่วนลดทั้งหมด,ส่วนลดทั้งหมด %,ราคาสุทธิ,ประเภทภาษีของรายการ,โต๊ะ,ประเภทการชำระเงิน,หมายเหตุ,หมวดสินค้า,สาขา
2023-10-01,11:48,OJ3YV,D2Z,SOBA โซบะ (002)เย็น/Cold x 1,Dine-In,1,100,100.00,0.0,0.0,100.00,VATable,2,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-01,11:48,OJ3YV,D2Z,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,2,30,60.00,0.0,0.0,60.00,VATable,2,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-01,11:48,OJ3YV,D2Z,CURRY SOBA โซบะแกงกะหรี่เอ็นวัว (010),Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,2,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-01,11:48,OJ3YV,D2Z,CUCUMBER SALAD สลัดแตงกวา (023),Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,2,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2023-10-01,11:48,OJ3YV,D2Z,SHRIMP TEMPURA 5 กุ้งเทมปุระ5ตัว (013),Dine-In,1,219,219.00,0.0,0.0,219.00,VATable,2,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2023-10-01,12:58,H1N7H,D2Z,GYUDON(BEEF) ข้าวหน้าเนื้อ (016),Dine-In,1,139,139.00,0.0,0.0,139.00,VATable,3,โอนเงิน,,DONBURI,JOJO SOBA SAMYAN
2023-10-01,13:05,IMQ1A,D2Z,POTATO SALAD สลัดมันฝรั่ง (022),Delivery,1,59,59.00,0.0,0.0,59.00,VATable,Counter_86993f202d060790e88cdb4fa20ccd2c387da540b29ee74c552a20212a30b842,E-Payment,,APPETIZERS,JOJO SOBA SAMYAN
2023-10-01,13:05,IMQ1A,D2Z,SMOKED CHICKEN ไก่รมควัน (011),Delivery,1,79,79.00,0.0,0.0,79.00,VATable,Counter_86993f202d060790e88cdb4fa20ccd2c387da540b29ee74c552a20212a30b842,E-Payment,,SIDE DISH,JOJO SOBA SAMYAN
2023-10-01,13:05,IMQ1A,D2Z,SOBA โซบะ (002)เย็น/Cold x 1,Delivery,1,100,100.00,0.0,0.0,100.00,VATable,Counter_86993f202d060790e88cdb4fa20ccd2c387da540b29ee74c552a20212a30b842,E-Payment,,SOBA,JOJO SOBA SAMYAN
2023-10-01,13:05,IMQ1A,D2Z,ไม่รับช้อนส้อมพลาสติก,Delivery,1,0,0.00,0.0,0.0,0.00,VATable,Counter_86993f202d060790e88cdb4fa20ccd2c387da540b29ee74c552a20212a30b842,E-Payment,,,JOJO SOBA SAMYAN
2023-10-01,13:12,9EESS,D2Z,SOBA โซบะ (002)เย็น/Cold x 1,Dine-In,1,100,100.00,0.0,0.0,100.00,VATable,2,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-01,13:12,9EESS,D2Z,BEEF SOBA โซบะเนื้อ (008),Dine-In,1,179,179.00,0.0,0.0,179.00,VATable,2,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-01,13:12,9EESS,D2Z,GENMAI CHA ชาข้าวคั่ว,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,2,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-01,13:12,9EESS,D2Z,SOBA ORIGINAL (001)เย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,2,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-01,13:12,9EESS,D2Z,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,2,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-01,13:34,JSOE5,D2Z,SOBA ORIGINAL (001)เย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,1,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-01,13:34,JSOE5,D2Z,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,1,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-01,13:43,0KTQK,D2Z,SOBA FRIES โซบะทอด (025),Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,4,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2023-10-01,17:22,8P17O,D2Z,BEEF SOBA โซบะเนื้อ (008),Delivery,1,179,179.00,0.0,0.0,179.00,VATable,Counter_9a590df2ec39c1de1425fe9aa3abbbc8ccd55699fb84d33845becd962d78f965,E-Payment,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-01,17:22,8P17O,D2Z,ไม่รับช้อนส้อมพลาสติก,Delivery,1,0,0.00,0.0,0.0,0.00,VATable,Counter_9a590df2ec39c1de1425fe9aa3abbbc8ccd55699fb84d33845becd962d78f965,E-Payment,,,JOJO SOBA SAMYAN
2023-10-01,17:56,Z69PU,D2Z,SMOKED CHICKEN ไก่รมควัน (011),Dine-In,1,79,79.00,0.0,0.0,79.00,VATable,1,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2023-10-01,17:56,Z69PU,D2Z,CURRY SOBA โซบะแกงกะหรี่เอ็นวัว (010),Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,1,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-01,17:56,Z69PU,D2Z,SOBA โซบะ (002)เย็น/Cold x 1,Dine-In,1,100,100.00,0.0,0.0,100.00,VATable,1,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-01,18:11,QNDUS,D2Z,BEEF SOBA โซบะเนื้อ (008),Dine-In,3,179,537.00,0.0,0.0,537.00,VATable,2,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-01,18:11,QNDUS,D2Z,POTATO SALAD สลัดมันฝรั่ง (022),Dine-In,2,59,118.00,0.0,0.0,118.00,VATable,2,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2023-10-01,18:11,QNDUS,D2Z,SOBA โซบะ (002),Dine-In,1,100,100.00,0.0,0.0,100.00,VATable,2,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-01,18:11,QNDUS,D2Z,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,2,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-01,18:25,0C58I,D2Z,GENMAI CHA ชาข้าวคั่ว,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,4,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-01,18:25,0C58I,D2Z,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,4,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-01,18:25,0C58I,D2Z,OYAKODON โอยาโกะด้ง (015),Dine-In,1,119,119.00,0.0,0.0,119.00,VATable,4,โอนเงิน,,DONBURI,JOJO SOBA SAMYAN
2023-10-01,18:25,0C58I,D2Z,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระ (007)เย็น/Cold x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,4,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-01,18:25,0C58I,D2Z,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระ (007)ร้อน/Hot x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,4,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-01,19:16,QDIAW,D2Z,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,4,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-01,19:16,QDIAW,D2Z,SOBA ORIGINAL (001)เย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,4,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-01,19:16,QDIAW,D2Z,SOBA FRIES โซบะทอด (025),Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,4,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2023-10-01,19:22,ZAY14,D2Z,SOBA ORIGINAL (001)เย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,2,Cash,,SOBA,JOJO SOBA SAMYAN
2023-10-01,20:46,NY41L,D2Z,SOBA โซบะ (002)เย็น/Cold x 1,Dine-In,1,100,100.00,0.0,0.0,100.00,VATable,5,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-01,20:46,NY41L,D2Z,SOBA ORIGINAL (001)ร้อน/Hot x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,5,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-01,20:46,NY41L,D2Z,SMOKED CHICKEN ไก่รมควัน (011),Dine-In,1,79,79.00,0.0,0.0,79.00,VATable,5,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2023-10-01,20:46,NY41L,D2Z,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,2,30,60.00,0.0,0.0,60.00,VATable,5,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-01,20:46,NY41L,D2Z,CURRY SOBA โซบะแกงกะหรี่เอ็นวัว (010),Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,5,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-01,20:52,XFJ0W,D2Z,ไม่รับช้อนส้อมพลาสติก,Delivery,1,0,0.00,0.0,0.0,0.00,VATable,Counter_d24563b2f99a7559c06d96ec0e4c25abc603afbed06b495ecd481bdaa7209983,E-Payment,,,JOJO SOBA SAMYAN
2023-10-01,20:52,XFJ0W,D2Z,SOBA โซบะ (002)เพิ่มเส้น x 1เย็น/Cold x 1,Delivery,1,150,150.00,0.0,0.0,150.00,VATable,Counter_d24563b2f99a7559c06d96ec0e4c25abc603afbed06b495ecd481bdaa7209983,E-Payment,,SOBA,JOJO SOBA SAMYAN
2023-10-01,20:52,XFJ0W,D2Z,SOBA โซบะ (002)เย็น/Cold x 1,Delivery,1,100,100.00,0.0,0.0,100.00,VATable,Counter_d24563b2f99a7559c06d96ec0e4c25abc603afbed06b495ecd481bdaa7209983,E-Payment,,SOBA,JOJO SOBA SAMYAN
2023-10-01,21:13,XSCPJ,D2Z,GYUDON(BEEF) ข้าวหน้าเนื้อ (016),Dine-In,1,139,139.00,0.0,0.0,139.00,VATable,1,โอนเงิน,,DONBURI,JOJO SOBA SAMYAN
2023-10-01,21:13,XSCPJ,D2Z,ODEN S โอเด้งเล็ก (018),Dine-In,1,89,89.00,0.0,0.0,89.00,VATable,1,โอนเงิน,,ODEN,JOJO SOBA SAMYAN
2023-10-01,21:13,XSCPJ,D2Z,SOBA ORIGINAL (001)เย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,1,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-03,11:58,WC5EG,H0L,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,3,30,90.00,0.0,0.0,90.00,VATable,5,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-03,11:58,WC5EG,H0L,BEEF SOBA โซบะเนื้อ (008),Dine-In,1,179,179.00,0.0,0.0,179.00,VATable,5,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-03,11:58,WC5EG,H0L,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระ (007)เย็น/Cold x 1,Dine-In,2,159,318.00,0.0,0.0,318.00,VATable,5,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-03,11:58,WC5EG,H0L,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระ (007)ร้อน/Hot x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,5,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-03,12:52,IGJUH,H0L,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,2,30,60.00,0.0,0.0,60.00,VATable,3,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-03,12:52,IGJUH,H0L,SOBA ORIGINAL (001)เย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,3,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-03,20:06,VNXD6,H0L,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,3,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-03,20:06,VNXD6,H0L,TAKO WASABI หมึกวาซาบิ (021),Dine-In,1,89,89.00,0.0,0.0,89.00,VATable,3,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2023-10-03,20:06,VNXD6,H0L,SOBA โซบะ (002)เย็น/Cold x 1,Dine-In,1,100,100.00,0.0,0.0,100.00,VATable,3,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-03,20:06,VNXD6,H0L,ODEN S โอเด้งเล็ก (018),Dine-In,1,89,89.00,0.0,0.0,89.00,VATable,3,โอนเงิน,,ODEN,JOJO SOBA SAMYAN
2023-10-03,20:27,20WYD,H0L,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระ (007)เย็น/Cold x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,5,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-03,20:38,FCNQQ,H0L,BEEF SOBA โซบะเนื้อ (008),Dine-In,1,179,179.00,0.0,0.0,179.00,VATable,1,Cash,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-03,20:38,FCNQQ,H0L,ODEN M โอเด้งกลาง (019),Dine-In,1,129,129.00,0.0,0.0,129.00,VATable,1,Cash,,ODEN,JOJO SOBA SAMYAN
2023-10-03,20:38,FCNQQ,H0L,SOBA ORIGINAL (001)ร้อน/Hot x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,1,Cash,,SOBA,JOJO SOBA SAMYAN
2023-10-03,20:38,FCNQQ,H0L,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,1,Cash,,DRINKS,JOJO SOBA SAMYAN
2023-10-03,20:38,FCNQQ,H0L,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,1,Cash,,DRINKS,JOJO SOBA SAMYAN
2023-10-04,12:23,26Q7M,AA6,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระ (007)เพิ่มกุ้ง1ตัว x 1เย็น/Cold x 1,Dine-In,1,198,198.00,0.0,0.0,198.00,VATable,5,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-04,13:22,HAST3,AA6,SMOKED CHICKEN ไก่รมควัน (011),Dine-In,1,79,79.00,0.0,0.0,79.00,VATable,4,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2023-10-04,14:01,JTP1N,AA6,BEEF SOBA โซบะเนื้อ (008),Dine-In,1,179,179.00,0.0,0.0,179.00,VATable,6,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-04,15:05,WRFM0,AA6,SOBA ORIGINAL (001)เย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,2,Cash,,SOBA,JOJO SOBA SAMYAN
2023-10-04,15:05,WRFM0,AA6,BEEF SOBA โซบะเนื้อ (008),Dine-In,1,179,179.00,0.0,0.0,179.00,VATable,2,Cash,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-04,17:46,WN26K,AA6,CURRY SOBA โซบะแกงกะหรี่เอ็นวัว (010),Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,5,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-04,18:24,FTIHO,AA6,GYUDON(BEEF) ข้าวหน้าเนื้อ (016),Dine-In,1,139,139.00,0.0,0.0,0,VATable,1,Void All,Void*เพิ่มรายการผิดwittawadee@gmail.com,DONBURI,JOJO SOBA SAMYAN
2023-10-04,18:24,FTIHO,AA6,SOBA ORIGINAL (001)เย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,0,VATable,1,Void All,Void*เพิ่มรายการผิดwittawadee@gmail.com,SOBA,JOJO SOBA SAMYAN
2023-10-04,18:24,FTIHO,AA6,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,0,VATable,1,Void All,Void*เพิ่มรายการผิดwittawadee@gmail.com,DRINKS,JOJO SOBA SAMYAN
2023-10-04,18:25,JJ0N3,AA6,SOBA โซบะ (002)เย็น/Cold x 1,Dine-In,1,100,100.00,0.0,0.0,100.00,VATable,1,Cash,,SOBA,JOJO SOBA SAMYAN
2023-10-04,18:25,JJ0N3,AA6,GYUDON(BEEF) ข้าวหน้าเนื้อ (016),Dine-In,1,139,139.00,0.0,0.0,139.00,VATable,1,Cash,,DONBURI,JOJO SOBA SAMYAN
2023-10-04,18:25,JJ0N3,AA6,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,1,Cash,,DRINKS,JOJO SOBA SAMYAN
2023-10-04,19:35,1QR7S,AA6,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,2,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-04,19:35,1QR7S,AA6,CUCUMBER SALAD สลัดแตงกวา (023),Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,2,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2023-10-04,19:35,1QR7S,AA6,LEMON SOBA โซบะเลมอน (004),Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,2,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-04,19:35,1QR7S,AA6,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระ (007)ร้อน/Hot x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,2,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-04,19:35,1QR7S,AA6,ODEN S โอเด้งเล็ก (018),Dine-In,1,89,89.00,0.0,0.0,89.00,VATable,2,โอนเงิน,,ODEN,JOJO SOBA SAMYAN
2023-10-05,13:00,A3L5L,N0O,POTATO SALAD สลัดมันฝรั่ง (022),Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,3,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2023-10-05,13:00,A3L5L,N0O,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,3,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-05,13:00,A3L5L,N0O,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระ (007)เย็น/Cold x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,3,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-05,14:01,V56D3,N0O,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,4,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-05,14:01,V56D3,N0O,SOBA ORIGINAL (001)เย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,4,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-05,14:01,V56D3,N0O,ODEN S โอเด้งเล็ก (018),Dine-In,1,89,89.00,0.0,0.0,89.00,VATable,4,โอนเงิน,,ODEN,JOJO SOBA SAMYAN
2023-10-05,17:39,ODX41,N0O,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,2,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-05,17:39,ODX41,N0O,TAKO WASABI หมึกวาซาบิ (021),Dine-In,1,89,89.00,0.0,0.0,89.00,VATable,2,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2023-10-05,17:39,ODX41,N0O,POTATO SALAD สลัดมันฝรั่ง (022),Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,2,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2023-10-05,17:39,ODX41,N0O,SOBA ORIGINAL (001)ร้อน/Hot x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,2,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-05,17:39,ODX41,N0O,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระ (007)ร้อน/Hot x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,2,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-05,20:45,X8JD6,N0O,SMOKED CHICKEN ไก่รมควัน (011),Dine-In,1,79,79.00,0.0,0.0,79.00,VATable,4,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2023-10-05,20:45,X8JD6,N0O,SOBA ORIGINAL (001)เย็น/Cold x 1,Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,4,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-05,20:45,X8JD6,N0O,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,4,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-05,20:47,2Y2N5,N0O,SOBA ORIGINAL (001)เย็น/Cold x 1,Take Away,1,149,149.00,0.0,0.0,149.00,VATable,Counter_a78cfdf4acfc294235d591aeb71a207048d6733d3019b68d69647b8c55d45d33,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-05,21:17,AD8IX,N0O,SOBA โซบะ (002)ร้อน/Hot x 1,Dine-In,1,100,100.00,0.0,0.0,0,VATable,1,Void All,Void*เพิ่มรายการผิดwittawadee@gmail.com,SOBA,JOJO SOBA SAMYAN
2023-10-05,21:17,AD8IX,N0O,SOBA โซบะ (002)เย็น/Cold x 1,Dine-In,1,100,100.00,0.0,0.0,0,VATable,1,Void All,Void*เพิ่มรายการผิดwittawadee@gmail.com,SOBA,JOJO SOBA SAMYAN
2023-10-06,13:58,798ZO,3MB,LEMON SOBA โซบะเลมอน (004),Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,2,Cash,,SOBA,JOJO SOBA SAMYAN
2023-10-06,13:58,798ZO,3MB,STEWED DUCK SOBA โซบะเป็ดพะโล้ (009),Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,2,Cash,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-06,13:58,798ZO,3MB,SMOKED CHICKEN ไก่รมควัน (011),Dine-In,1,79,79.00,0.0,0.0,79.00,VATable,2,Cash,,SIDE DISH,JOJO SOBA SAMYAN
2023-10-06,13:58,798ZO,3MB,GENMAI CHA ชาข้าวคั่ว,Dine-In,2,30,60.00,0.0,0.0,60.00,VATable,2,Cash,,DRINKS,JOJO SOBA SAMYAN
2023-10-06,13:59,AX9EN,3MB,OYAKODON โอยาโกะด้ง (015),Dine-In,1,119,119.00,0.0,0.0,119.00,VATable,4,โอนเงิน,,DONBURI,JOJO SOBA SAMYAN
2023-10-06,13:59,AX9EN,3MB,TAKO WASABI หมึกวาซาบิ (021),Dine-In,1,89,89.00,0.0,0.0,89.00,VATable,4,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2023-10-06,13:59,AX9EN,3MB,SOBA ORIGINAL (001),Dine-In,1,149,149.00,0.0,0.0,149.00,VATable,4,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-06,13:59,AX9EN,3MB,ODEN M โอเด้งกลาง (019),Dine-In,1,129,129.00,0.0,0.0,129.00,VATable,4,โอนเงิน,,ODEN,JOJO SOBA SAMYAN
2023-10-06,13:59,AX9EN,3MB,CUCUMBER SALAD สลัดแตงกวา (023),Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,4,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2023-10-06,13:59,AX9EN,3MB,MIXED TEMPURA เทมปุระรวม (012),Dine-In,1,270,270.00,0.0,0.0,270.00,VATable,4,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2023-10-06,13:59,AX9EN,3MB,YUZU SOBA โซบะยูสุ (003)ร้อน/Hot x 1,Dine-In,1,189,189.00,0.0,0.0,189.00,VATable,4,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-06,13:59,AX9EN,3MB,POTATO SALAD สลัดมันฝรั่ง (022),Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,4,โอนเงิน,,APPETIZERS,JOJO SOBA SAMYAN
2023-10-06,13:59,AX9EN,3MB,GENMAI CHA ชาข้าวคั่ว,Dine-In,2,30,60.00,0.0,0.0,60.00,VATable,4,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-06,18:05,JV7T2,3MB,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,4,Cash,,DRINKS,JOJO SOBA SAMYAN
2023-10-06,18:05,JV7T2,3MB,POTATO SALAD สลัดมันฝรั่ง (022),Dine-In,1,59,59.00,0.0,0.0,59.00,VATable,4,Cash,,APPETIZERS,JOJO SOBA SAMYAN
2023-10-06,18:05,JV7T2,3MB,SOBA โซบะ (002)เย็น/Cold x 1,Dine-In,1,100,100.00,0.0,0.0,100.00,VATable,4,Cash,,SOBA,JOJO SOBA SAMYAN
2023-10-06,18:05,JV7T2,3MB,LEMON SOBA โซบะเลมอน (004),Dine-In,1,169,169.00,0.0,0.0,169.00,VATable,4,Cash,,SOBA,JOJO SOBA SAMYAN
2023-10-06,18:47,H9OWM,3MB,SOBA โซบะ (002)เย็น/Cold x 1,Dine-In,1,100,100.00,0.0,0.0,100.00,VATable,1,โอนเงิน,,SOBA,JOJO SOBA SAMYAN
2023-10-06,18:47,H9OWM,3MB,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระ (007)ร้อน/Hot x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,1,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-06,18:47,H9OWM,3MB,SMOKED CHICKEN ไก่รมควัน (011),Dine-In,1,79,79.00,0.0,0.0,79.00,VATable,1,โอนเงิน,,SIDE DISH,JOJO SOBA SAMYAN
2023-10-06,18:47,H9OWM,3MB,MINERAL WATER น้ำแร่,Dine-In,1,20,20.00,0.0,0.0,20.00,VATable,1,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-06,18:58,G4D3B,3MB,SOBA SHRIMP TEMPURA โซบะกุ้งเทมปุระ (007)เย็น/Cold x 1,Dine-In,1,159,159.00,0.0,0.0,159.00,VATable,4,โอนเงิน,,SOBA AND MORE,JOJO SOBA SAMYAN
2023-10-06,19:11,1TZ71,3MB,GENMAI CHA ชาข้าวคั่ว,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,2,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-06,19:11,1TZ71,3MB,soba tea ชาโซบะ,Dine-In,1,40,40.00,0.0,0.0,40.00,VATable,2,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
2023-10-06,19:11,1TZ71,3MB,GREEN TEA ชาเขียวจากสวนเราเอง,Dine-In,1,30,30.00,0.0,0.0,30.00,VATable,2,โอนเงิน,,DRINKS,JOJO SOBA SAMYAN
